episode_no,episode_title,description,episode_runtime,released_on,lead_cast_matches,supporting_cast_matches,place_matches_cleaned,channel_title,publish_date,view_count,like_count,comment_count,runtime_minutes,is_successful,desc_length,desc_word_count,desc_sentence_count,avg_word_length,has_conflict,has_main_char,has_emotion,has_society,has_mystery,has_family,question_count,has_question,exclamation_count,total_cast,has_lead_cast,has_supporting_cast,cast_ratio,release_year,release_month,release_day,release_day_of_week,release_quarter,is_weekend,estimated_season,is_pilot,is_early_episode,is_milestone,cast_x_runtime,desc_length_x_questions,like_rate,comment_rate,engagement_rate
3507,Kya Bittu Ko Ayegi Samajh?,The colony members are worried about Bittu running away due to his hatred towards studying. Will Bittu be found and will he finally realise the importance of education?,21 mins,2022-07-11,0.0,0.0,,Sony SAB,,4297218.0,67922.0,1682.0,21.0,0,168,28,3,5.793103448275862,0,0,0,1,1,0,1,1,0,0.0,0,0,0.0,2022.0,7.0,11.0,0.0,3.0,0,15,0,0,0,0.0,168,0.01580603641564463,0.0003914159366790475,0.016197452352323678
3508,Bittu Ko Aayi Samajh,"Bittu finally realises his mistakes and agrees to concentrate on his studies. Meanwhile, his parents come and are shocked to see the difference in their son.",18 mins,2022-07-12,0.0,0.0,,Sony SAB,,2318309.0,35718.0,463.0,18.0,0,157,26,3,5.814814814814815,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,2022.0,7.0,12.0,1.0,3.0,0,15,0,0,0,0.0,0,0.015406912794233731,0.00019971444716194124,0.015606627241395672
3509,Popatlal Ke Gehne,The society members struggle to keep up with the rising cost of living in the city. Popatlal receives a call from the bank asking him to clear his locker and take his belongings before the branch shuts down.,21 mins,2022-07-13,0.0,0.0,Gokuldham Society,Sony SAB,,3123017.0,39921.0,410.0,21.0,0,207,38,3,5.3076923076923075,0,1,0,1,0,0,0,0,0,0.0,0,0,0.0,2022.0,7.0,13.0,2.0,3.0,0,15,0,0,0,0.0,0,0.012782827380437768,0.00013128326509805578,0.012914110645535824
3510,Locker Ki Talaash,Popatlal lives a paranoid life because of not having a locker for his jewellery. Can the Gokuldham residents find him a locker?,21 mins,2022-07-14,0.0,0.0,Gokuldham Society,Sony SAB,,4564531.0,53845.0,556.0,21.0,0,127,22,3,5.521739130434782,0,1,0,1,0,0,1,1,0,0.0,0,0,0.0,2022.0,7.0,14.0,3.0,3.0,0,15,0,0,0,0.0,127,0.011796390078982906,0.00012180876374620661,0.011918198842729112
3511,Popatlal's Paranoia,Popatlal spends sleepless nights in his house thinking about his jewellery's safety. He finally comes to the conclusion that he must keep the box in one of his neighbour's houses.,21 mins,2022-07-15,0.0,0.0,,Sony SAB,,1651686.0,23938.0,278.0,21.0,0,179,30,3,5.774193548387097,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2022.0,7.0,15.0,4.0,3.0,0,15,0,0,0,0.0,0,0.01449306073124024,0.00016831276143724566,0.014661373492677487
3512,Sirf Ek Zimmedar Aadmi,"Popatlal decides to keep the jewellery box at Bhide's house. However, Bhide later finds out that Popatlal is going out of town. Will Bhide be able to keep the jewellery safe?",20 mins,2022-07-16,0.0,0.0,,Sony SAB,,1755602.0,24097.0,272.0,20.0,0,174,31,4,5.4375,0,1,0,0,0,0,1,1,0,0.0,0,0,0.0,2022.0,7.0,16.0,5.0,3.0,1,15,0,0,0,0.0,174,0.013725768297274498,0.00015493252176032964,0.013880700819034827
3513,Popatlal Ki Amanat,Bhide gets paranoid after getting Popatlal's jewellery and desperately looks for someone else to pass on the responsibility. Who will he find?,21 mins,2022-07-18,0.0,0.0,,Sony SAB,,2227807.0,29747.0,340.0,21.0,0,142,22,3,6.173913043478261,0,1,0,0,1,0,1,1,0,0.0,0,0,0.0,2022.0,7.0,18.0,0.0,3.0,0,15,0,0,0,0.0,142,0.013352586937473966,0.0001526163834585386,0.013505203320932505
3514,Popatlal Ke Zewar Hue Idhar Se Udhar,Jethalal tries to pass on the responsibility of the jewellery by giving the box to Babita. Will Popatlal's jewellery get mishandled?,22 mins,2022-07-19,0.0,0.0,,Sony SAB,,3733308.0,46726.0,551.0,22.0,0,132,21,3,6.0,0,1,0,0,0,0,1,1,0,0.0,0,0,0.0,2022.0,7.0,19.0,1.0,3.0,0,15,0,0,0,0.0,132,0.012515974434476225,0.0001475902476864358,0.01266356468216266
3515,Gehno Ki Zimmedari Kaun Le?,"Babita passes on the responsibility of the jewellery to Anjali, as she and Iyer have to go somewhere. Will Anjali keep the box or will the exchange of hands continue?",20 mins,2022-07-20,0.0,0.0,,Sony SAB,,1982164.0,25592.0,343.0,20.0,0,166,30,3,5.354838709677419,0,1,0,0,0,0,1,1,0,0.0,0,0,0.0,2022.0,7.0,20.0,2.0,3.0,0,15,0,0,0,0.0,166,0.012911135046779657,0.00017304311195082145,0.013084178158730479
3516,Kya Sodhi Sambhaal Payega Zewar?,"Popatlal's jewellery ends up at Sodhi's house. However, due to an emergency, Sodhi has to rush to his garage. Will the box be safe at Sodhi's house?",21 mins,2022-07-21,0.0,0.0,,Sony SAB,,1288649.0,17848.0,217.0,21.0,0,148,27,4,5.285714285714286,0,1,0,0,0,0,1,1,0,0.0,0,0,0.0,2022.0,7.0,21.0,3.0,3.0,0,15,0,0,0,0.0,148,0.013850153261164785,0.0001683932797889264,0.01401854654095371
3517,Popatlal Asks For His Amanat,Popatlal returns after finishing his work and thanks Bhide for keeping his jewellery safely. How will he react when he finds out the truth?,21 mins,2022-07-22,0.0,0.0,,Sony SAB,,1588567.0,22550.0,287.0,21.0,0,139,24,3,5.56,0,1,0,0,1,0,1,1,0,0.0,0,0,0.0,2022.0,7.0,22.0,4.0,3.0,0,15,0,0,0,0.0,139,0.0141951745219594,0.00018066585755221055,0.01437584037951161
3518,Getting The Box Back,Everyone tries to get Popatlal's box back from the person they gave it to. Jethalal begins to get a bad feeling about the jewellery box. Will his fears come true?,20 mins,2022-07-23,0.0,0.0,,Sony SAB,,1529196.0,21245.0,205.0,20.0,0,162,30,4,5.225806451612903,0,1,0,0,0,1,1,1,0,0.0,0,0,0.0,2022.0,7.0,23.0,5.0,3.0,1,15,0,0,0,0.0,162,0.013892912423971535,0.00013405728627508424,0.01402696971024662
3519,Popatlal Ka Dabba Gayab,Sodhi and his wife realise that they have messed up and given away the box of jewellery to Abdul without informing him what's in it. Can the Sodhis recover the box?,20 mins,2022-07-25,0.0,0.0,,Sony SAB,,1500502.0,20277.0,262.0,20.0,0,164,31,3,5.125,0,0,0,0,0,1,1,1,0,0.0,0,0,0.0,2022.0,7.0,25.0,0.0,3.0,0,15,0,0,0,0.0,164,0.01351346848356851,0.000174608114745522,0.013688076598314032
3520,Society Mein Tension,All the residents of Gokuldham society panic as they start blaming each other for the missing Jewellery box. Can they manage to find the box and return it to Popatlal?,21 mins,2022-07-26,0.0,0.0,Gokuldham Society,Sony SAB,,2711331.0,35965.0,420.0,21.0,0,167,30,3,5.387096774193548,0,1,0,1,0,0,1,1,0,0.0,0,0,0.0,2022.0,7.0,26.0,1.0,3.0,0,15,0,0,0,0.0,167,0.013264697941823429,0.0001549054118049726,0.013419603353628401
3521,Popatlal Ka Darr,"Bhide panics at the thought of Popatlal finding out that he has lost his jewellery box, but the society members reassure him that they all will take responsibility for the mistake. Will they find the jewellery or face Popatlal's wrath?",21 mins,2022-07-27,0.0,0.0,Gokuldham Society,Sony SAB,,2165677.0,29890.0,490.0,21.0,0,235,40,3,5.7317073170731705,0,1,0,1,0,0,1,1,0,0.0,0,0,0.0,2022.0,7.0,27.0,2.0,3.0,0,15,0,0,0,0.0,235,0.013801682429243867,0.00022625708900399783,0.014027939518247864
3522,Phas Gaya Bhide,Bhide and Jethalal make excuses in front of Popatlal to delay giving the box. Will Popatlal fall for their lies?,23 mins,2022-07-28,0.0,0.0,,Sony SAB,,1481557.0,21344.0,306.0,23.0,0,112,20,3,5.333333333333333,0,1,0,0,0,0,1,1,0,0.0,0,0,0.0,2022.0,7.0,28.0,3.0,3.0,0,15,0,0,0,0.0,112,0.014406455906552427,0.00020653933224348963,0.014612995238795915
3523,Popatlal Ka Sona,The society members are shocked to see Popatlal with Sodhi's party sharty bag with the jewellery in it. How did Popatlal get his hands on it?,22 mins,2022-07-29,0.0,0.0,Gokuldham Society,Sony SAB,,5619960.0,64381.0,613.0,22.0,0,141,26,3,5.222222222222222,0,1,0,1,0,0,1,1,0,0.0,0,0,0.0,2022.0,7.0,29.0,4.0,3.0,0,15,0,0,0,0.0,141,0.011455773447538158,0.00010907549002564252,0.011564848937563802
3524,Dabba Khali Hai,"After everyone finds the empty jewellery box, they call Bhide to ensure it contains jewellery. How will the members of Gokuldham find the jewellery?",22 mins,2022-07-30,0.0,0.0,Gokuldham Society,Sony SAB,,3317990.0,43093.0,581.0,22.0,0,148,24,3,5.92,0,0,0,1,0,0,1,1,0,0.0,0,0,0.0,2022.0,7.0,30.0,5.0,3.0,1,15,0,0,0,0.0,148,0.012987678387313286,0.00017510596020302646,0.013162784347516313
3525,Tapu Sena Distracts Popatlal,Jethalal and Sodhi take Tapu Sena's help to distract Popatlal. The members of Gokuldham meet Inspector Pandey and tell him about the theft.,21 mins,2022-08-01,0.0,0.0,Gokuldham Society,Sony SAB,,2424669.0,32684.0,490.0,21.0,0,139,23,3,5.791666666666667,0,1,0,1,0,0,0,0,0,0.0,0,0,0.0,2022.0,8.0,1.0,0.0,3.0,0,15,0,0,0,0.0,0,0.013479772505124409,0.00020208935648974912,0.013681861861614159
3526,Gehno Ke Saath Kho Kho,The members of Gokuldham Society give Inspector Pandey a list of suspects in the robbery. The police are quick to respond and round up the suspects. Will they find Popatlal's jewellery?,22 mins,2022-08-02,0.0,0.0,Gokuldham Society,Sony SAB,,2389646.0,32239.0,325.0,22.0,0,185,31,4,5.78125,0,1,0,1,0,0,1,1,0,0.0,0,0,0.0,2022.0,8.0,2.0,1.0,3.0,0,15,0,0,0,0.0,185,0.0134911139595095,0.00013600335112257166,0.013627117310632073
3527,Sabke Ghar Ki Talashi,Inspector Pandey's investigation reveals that the suspects are not guilty of the theft. He insists on checking every household of the Gokuldham members. What will he find?,21 mins,2022-08-03,0.0,0.0,Gokuldham Society,Sony SAB,,2644158.0,33563.0,297.0,21.0,0,171,27,4,6.107142857142857,0,0,0,1,1,0,1,1,0,0.0,0,0,0.0,2022.0,8.0,3.0,2.0,3.0,0,15,0,0,0,0.0,171,0.012693260881815353,0.00011232304865176414,0.012805583930467117
3528,Jethalal Pakkda Gaya,Jethalal gets arrested when Popatlal's jewellery is found at his house. Everyone apologises to Inspector Pandey and requests him to let Jethalal go.,22 mins,2022-08-04,0.0,0.0,,Sony SAB,,5714142.0,66803.0,793.0,22.0,0,148,23,3,6.166666666666667,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2022.0,8.0,4.0,3.0,3.0,0,15,0,0,0,0.0,0,0.01169081697815403,0.00013877846599218816,0.011829595444146218
3529,Locker Ka Intezaam,"Tapu Sena is surprised to hear about the gold being recovered at Jethalal's home. Meanwhile, Jethalal arranges a locker for Popatlal.",20 mins,2022-08-05,0.0,0.0,,Sony SAB,,3358967.0,43252.0,658.0,20.0,0,133,21,3,6.045454545454546,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2022.0,8.0,5.0,4.0,3.0,0,15,0,0,0,0.0,0,0.01287657399534619,0.00019589350062281034,0.013072467495969
3530,Bhide Ke Liye Cheque,Bhide receives a piece of good news early in the morning. He decides to surprise his family and take Sodhi's help.,21 mins,2022-08-06,0.0,0.0,,Sony SAB,,1814962.0,20854.0,299.0,21.0,0,114,21,3,5.181818181818182,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,2022.0,8.0,6.0,5.0,3.0,1,15,0,0,0,0.0,0,0.011490041394783254,0.00016474165038075157,0.011654783045164006
3531,Goli Spoils Bhide's Surprise,"Goli tells Tapu Sena about Bhide's plan to buy a car. When Sonu does not believe the news, they plan to put on a disguise to follow Sodhi and Bhide to find out the truth.",18 mins,2022-08-08,0.0,0.0,,Sony SAB,,1994883.0,26125.0,458.0,18.0,0,170,35,3,4.722222222222222,0,1,0,0,1,1,0,0,0,0.0,0,0,0.0,2022.0,8.0,8.0,0.0,3.0,0,15,0,0,0,0.0,0,0.01309599956689211,0.00022958728427317077,0.013325586851165281
3532,Bhide Ki Choices,Sodhi takes Bhide to a used car shop to look at all the cars that fall into his budget. Goli and Pinku follow them around to find the truth. Which car will Bhide choose?,17 mins,2022-08-09,0.0,0.0,,Sony SAB,,2293241.0,27802.0,472.0,17.0,0,169,34,4,4.828571428571428,0,0,0,0,0,0,1,1,0,0.0,0,0,0.0,2022.0,8.0,9.0,1.0,3.0,0,15,0,0,0,0.0,169,0.012123447939641782,0.0002058221504751788,0.01232927009011696
3533,Surprise Bani News,Sonu does not believe Goli when he tells her that Bhide has bought a car. Goli also lets Popatlal know about Bhide's surprise. How will Popatlal react?,21 mins,2022-08-10,0.0,0.0,,Sony SAB,,2731460.0,32707.0,305.0,21.0,0,151,27,4,5.392857142857143,0,1,0,0,0,1,1,1,0,0.0,0,0,0.0,2022.0,8.0,10.0,2.0,3.0,0,15,0,0,0,0.0,151,0.011974177921632415,0.00011166185422380184,0.012085839775856217
3534,Surprise Hua Fail,Everyone gathers at Popatlal's house to discuss Bhide's surprise. Jethalal returns home and lets Bapuji in on the news.,22 mins,2022-08-11,0.0,0.0,,Sony SAB,,3890015.0,47304.0,482.0,22.0,0,119,19,3,5.95,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2022.0,8.0,11.0,3.0,3.0,0,15,0,0,0,0.0,0,0.012160361294143777,0.00012390694536989051,0.012284268239513669
3535,Har Ghar Tiranga,"Bhide can't wait to surprise his family with the new car, but how will his family react to this? Meanwhile, Tapu Sena plans on putting the 'Tiranga' in every house.",22 mins,2022-08-12,0.0,0.0,,Sony SAB,,1647909.0,24492.0,330.0,22.0,0,164,30,3,5.290322580645161,0,1,0,0,0,1,1,1,0,0.0,0,0,0.0,2022.0,8.0,12.0,4.0,3.0,0,15,0,0,0,0.0,164,0.014862462149025129,0.000200253654629197,0.015062715803654326
3536,Gadi Ka Welcome,The members of Gokuldham Society make preparations to welcome Bhide's new car. Bhide and Sodhi get shocked when they see the car enter the society. What could have gone wrong?,21 mins,2022-08-13,0.0,0.0,Gokuldham Society,Sony SAB,,3003582.0,37121.0,383.0,21.0,0,175,30,4,5.645161290322581,0,0,0,1,0,0,1,1,0,0.0,0,0,0.0,2022.0,8.0,13.0,5.0,3.0,1,15,0,0,0,0.0,175,0.012358906013251507,0.00012751437200170595,0.012486420385253213
3537,Bhide Reveals His Surprise,"Bhide shocks everyone by telling them that he was only helping a friend buy a car. Soon, Bhide reveals his real surprise for his wife and daughter. Later, the members of Gokuldham gather to celebrate 75 years of independence.",23 mins,2022-08-15,0.0,0.0,Gokuldham Society,Sony SAB,,4720371.0,59496.0,807.0,23.0,0,225,39,4,5.625,0,0,0,1,0,1,0,0,0,0.0,0,0,0.0,2022.0,8.0,15.0,0.0,3.0,0,15,0,0,0,0.0,0,0.012604091372459629,0.000170961102218215,0.012775052474677842
3538,Roshan Out Of Town,Roshan goes out of town to meet her family but warns Sodhi not to do 'party-sharty' at home. Will Sodhi go behind her back and break the rules?,20 mins,2022-08-16,0.0,0.0,,Sony SAB,,1404661.0,18537.0,209.0,20.0,0,143,28,3,4.931034482758621,0,0,0,0,0,1,1,1,0,0.0,0,0,0.0,2022.0,8.0,16.0,1.0,3.0,0,15,0,0,0,0.0,143,0.013196769044795118,0.000148790242777266,0.013345559287572384
3539,Celebrating Nowruz,"The Gokuldham society members get together and celebrate Nowruz with Roshan. Meanwhile, Sodhi and his friends contemplate their 'party-sharty' plan.",21 mins,2022-08-17,0.0,0.0,Gokuldham Society,Sony SAB,,1047467.0,14794.0,239.0,21.0,0,148,20,3,7.0476190476190474,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,2022.0,8.0,17.0,2.0,3.0,0,15,0,0,0,0.0,0,0.01412358181825125,0.00022816926149533923,0.014351751079746589
3540,Sodhi Ki Party,Sodhi plans a party with his friends in Roshan's absence. Will he get caught?,20 mins,2022-08-18,0.0,0.0,,Sony SAB,,1977487.0,26346.0,299.0,20.0,0,77,14,3,5.133333333333334,0,0,0,0,1,0,1,1,0,0.0,0,0,0.0,2022.0,8.0,18.0,3.0,3.0,0,15,0,0,0,0.0,77,0.013322963274619112,0.00015120192891183157,0.013474165203530944
3541,Nowruz Ki Khushiya,"Roshan finally gets to know about Sodhi's elaborate plan and how everyone was involved in it. Later, the entire colony prays for each other's well-being.",20 mins,2022-08-19,0.0,0.0,,Sony SAB,,1645489.0,22735.0,322.0,20.0,0,153,25,3,5.884615384615385,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,2022.0,8.0,19.0,4.0,3.0,0,15,0,0,0,0.0,0,0.01381655312399346,0.00019568639128770152,0.014012239515281162
3542,Gokuldham Ki Janmashtami,The members of Gokuldham society make preparations to celebrate Janmashtami. Will everything go smooth?,21 mins,2022-08-20,0.0,0.0,Gokuldham Society,Sony SAB,,1073739.0,13943.0,323.0,21.0,0,103,14,3,6.866666666666666,0,0,0,1,0,0,1,1,0,0.0,0,0,0.0,2022.0,8.0,20.0,5.0,3.0,1,15,0,0,0,0.0,103,0.012985452716672565,0.0003008177026095703,0.013286270419282136
3543,Dahi Handi Time,The members of the Gokuldham colony are excited to start the 'Dahi handi' proceedings. Will everything go smooth?,22 mins,2022-08-22,0.0,0.0,Gokuldham Society,Sony SAB,,1109521.0,15189.0,277.0,22.0,0,113,18,3,5.947368421052632,0,0,1,1,0,0,1,1,0,0.0,0,0,0.0,2022.0,8.0,22.0,0.0,3.0,0,15,0,0,0,0.0,113,0.013689678978875588,0.0002496570595265349,0.013939336038402124
3544,Govinda Aala,Things get competitive in the Gokuldham colony as all the participants try to break the Handi. Who will win the competition?,22 mins,2022-08-23,0.0,0.0,Gokuldham Society,Sony SAB,,1122064.0,15448.0,318.0,22.0,0,124,21,3,5.636363636363637,0,0,0,1,0,0,1,1,0,0.0,0,0,0.0,2022.0,8.0,23.0,1.0,3.0,0,15,0,0,0,0.0,124,0.013767473363842557,0.000283406041539483,0.014050879405382041
3545,Goli Ka Prank,"Bapuji is starving and asks Jethalal to order food for him, but Jethalal informs him that Komal would be sending them breakfast. However, when the breakfast arrives, Jethalal gets shocked to see the contents.",21 mins,2022-08-24,0.0,0.0,,Sony SAB,,5119747.0,49348.0,510.0,21.0,0,208,34,3,5.942857142857143,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2022.0,8.0,24.0,2.0,3.0,0,15,0,0,0,0.0,0,0.009638755657505018,9.961427789023991e-05,0.009738369935395258
3546,Khush Khabri For Jethalal,Jethalal gets frustrated with Bagha and Nattu Kaka when they delay giving him some good news. What's waiting in line for Jethalal?,21 mins,2022-08-25,0.0,0.0,,Sony SAB,,3205023.0,41288.0,622.0,21.0,0,130,22,3,5.6521739130434785,0,1,0,0,0,0,1,1,0,0.0,0,0,0.0,2022.0,8.0,25.0,3.0,3.0,0,15,0,0,0,0.0,130,0.012882274828519225,0.00019407030961390617,0.013076345138133131
3547,Jethalal's USA Trip,Jethalal is excited about the opportunity of going to the United States of America. Will he be able to leave on such short notice?,21 mins,2022-08-26,0.0,0.0,,Sony SAB,,2307451.0,31911.0,476.0,21.0,0,130,24,3,5.2,0,1,1,0,1,0,1,1,0,0.0,0,0,0.0,2022.0,8.0,26.0,4.0,3.0,0,15,0,0,0,0.0,130,0.013829540116110758,0.00020628814813915955,0.014035828264249917
3548,America Jane Ki Khush Khabri,"Jethalal shares his happiness with all the colony members. Meanwhile, Bhide is still upset about Popatlal's taunts",21 mins,2022-08-27,0.0,0.0,,Sony SAB,,7574066.0,85439.0,559.0,21.0,0,114,17,2,6.333333333333333,1,1,0,1,0,0,0,0,0,0.0,0,0,0.0,2022.0,8.0,27.0,5.0,3.0,1,15,0,0,0,0.0,0,0.011280465303515272,7.38044699102873e-05,0.011354269773425558
3549,America Ki Taiyyari,Jethalal prepares for his journey to the United States of America. Will Jethalal's trip be successful?,21 mins,2022-08-29,0.0,0.0,,Sony SAB,,3329469.0,43577.0,581.0,21.0,0,102,16,3,6.0,0,1,0,0,0,0,1,1,0,0.0,0,0,0.0,2022.0,8.0,29.0,0.0,3.0,0,15,0,0,0,0.0,102,0.01308826930412348,0.00017450224810555435,0.013262771552229033
3550,America Ki Packing,"The members of Gokuldham colony visit Jethalal with various requests, before he leaves for America. How will Jethalal react to this?",21 mins,2022-08-30,0.0,0.0,Gokuldham Society,Sony SAB,,4273102.0,49841.0,683.0,21.0,0,132,21,3,6.0,0,1,0,1,0,0,1,1,0,0.0,0,0,0.0,2022.0,8.0,30.0,1.0,3.0,0,15,0,0,0,0.0,132,0.011663889215869592,0.00015983700837541245,0.011823726224245004
3551,Jethalal Chala America,"All the neighbours come to see off Jethalal before his departure for America. However, they are worried if Bapuji will be okay while living alone.",21 mins,2022-08-31,0.0,0.0,,Sony SAB,,3127990.0,41370.0,570.0,21.0,0,146,25,3,5.615384615384615,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2022.0,8.0,31.0,2.0,3.0,0,15,0,0,0,0.0,0,0.013225741378411895,0.00018222558824497896,0.013407966966656873
3552,Bapuji Ka Khayal,The society members call for a meeting to work out a plan on how to take care of Bapuji during Jethalal's absence.,22 mins,2022-09-01,0.0,0.0,Gokuldham Society,Sony SAB,,3969277.0,46472.0,558.0,22.0,0,114,22,2,4.956521739130435,0,1,0,1,0,0,0,0,0,0.0,0,0,0.0,2022.0,9.0,1.0,3.0,3.0,0,15,0,0,0,0.0,0,0.01170792270029965,0.0001405797225591153,0.011848502422858767
3553,Ghar Pe Akele Bapuji,"As Jethalal leaves for the United States, Bapuji becomes lonely at home. Will he be okay during his time alone?",20 mins,2022-09-02,0.0,0.0,,Sony SAB,,1975714.0,27572.0,508.0,20.0,0,111,20,3,5.285714285714286,0,1,0,0,1,0,1,1,0,0.0,0,0,0.0,2022.0,9.0,2.0,4.0,3.0,0,15,0,0,0,0.0,111,0.013955454101426573,0.00025712210516192873,0.0142125762065885
3554,First Night Alone,All the neighbours come to support Bapuji as she spends his first night alone.,20 mins,2022-09-03,0.0,0.0,,Sony SAB,,2425779.0,30936.0,331.0,20.0,0,78,14,2,5.2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,2022.0,9.0,3.0,5.0,3.0,1,15,0,0,0,0.0,0,0.012753011402517953,0.00013645095598116894,0.012889462358499122
3555,Bapuji Ka Plan Chowpat,"Bapuji makes a plan to meet his childhood friend for breakfast, but knowing how the Gokuldham colony is, will he make it on time?",22 mins,2022-09-05,0.0,0.0,Gokuldham Society,Sony SAB,,3132008.0,36451.0,639.0,22.0,0,129,24,2,5.16,0,0,0,1,1,0,1,1,0,0.0,0,0,0.0,2022.0,9.0,5.0,0.0,3.0,0,15,0,0,0,0.0,129,0.011638216876132859,0.00020402240223447635,0.011842239278367335
3556,Gokuldham's First Priority - Bapuji,Everyone in the colony goes out of their way to take care of Bapuji. Will everything go smooth?,22 mins,2022-09-06,0.0,0.0,,Sony SAB,,2356269.0,30422.0,494.0,22.0,0,95,18,3,5.0,0,0,0,0,0,0,1,1,0,0.0,0,0,0.0,2022.0,9.0,6.0,1.0,3.0,0,15,0,0,0,0.0,95,0.012911084043848964,0.00020965339286244786,0.013120737436711412
3557,Bapuji Kidhar Hai?,Bapuji doesn't open his door or answer his phone and sends the entire colony into panic mode. Is Bapuji alright?,21 mins,2022-09-07,0.0,0.0,,Sony SAB,,4076458.0,43654.0,546.0,21.0,0,112,20,3,5.333333333333333,0,0,0,0,0,0,1,1,0,0.0,0,0,0.0,2022.0,9.0,7.0,2.0,3.0,0,15,0,0,0,0.0,112,0.0107088038908278,0.0001339397746917116,0.010842743665519511
3558,Bapuji Hue Gussa,Bapuji gets fed up with his neighbours being over-enthusiastic about taking care of him. Will they be understanding and take a step back?,21 mins,2022-09-08,0.0,0.0,,Sony SAB,,4835635.0,55605.0,836.0,21.0,0,137,23,3,5.708333333333333,0,0,0,0,0,0,1,1,0,0.0,0,0,0.0,2022.0,9.0,8.0,3.0,3.0,0,15,0,0,0,0.0,137,0.011499004474282183,0.00017288315332254125,0.011671887627604724
3559,Welcoming Bappa,The Gokuldham Colony members are excited about welcoming Bappa. Will everything go according to plan?,22 mins,2022-09-09,0.0,0.0,Gokuldham Society,Sony SAB,,2466405.0,29876.0,430.0,22.0,0,101,15,3,6.3125,0,0,1,1,0,0,1,1,0,0.0,0,0,0.0,2022.0,9.0,9.0,4.0,3.0,0,15,0,0,0,0.0,101,0.01211317195952329,0.00017434274811203022,0.012287514707635321
3560,Gokuldham Colony Mein Aaye Bappa,Gokuldham colony welcomes Bappa with an open heart. How will they celebrate this auspicious occasion?,21 mins,2022-09-10,0.0,0.0,Gokuldham Society,Sony SAB,,1167269.0,14813.0,254.0,21.0,0,101,15,3,6.3125,0,0,0,1,0,0,1,1,0,0.0,0,0,0.0,2022.0,9.0,10.0,5.0,3.0,1,15,0,0,0,0.0,101,0.01269029444772846,0.0002176017545212333,0.012907896202249693
3561,Bappa Ke Aane Ki Khushiyan,The members of the Gokuldham colony celebrate Bappa's arrival but Anjali expresses her concerns about Taarak not being with her on this auspicious occasion.,21 mins,2022-09-12,0.0,0.0,Gokuldham Society,Sony SAB,,1153822.0,16302.0,364.0,21.0,0,156,24,2,6.24,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,2022.0,9.0,12.0,0.0,3.0,0,15,0,0,0,0.0,0,0.014128683515582547,0.00031547299715814297,0.01444415651274069
3562,Taarak's Gift,Anjali is upset about Taarak not being around during Ganpati but will his gift make up for it?,21 mins,2022-09-13,0.0,0.0,,Sony SAB,,1438872.0,20236.0,1312.0,21.0,0,94,18,2,4.947368421052632,1,0,0,0,0,0,1,1,0,0.0,0,0,0.0,2022.0,9.0,13.0,1.0,3.0,0,15,0,0,0,0.0,94,0.014063784642564007,0.0009118247406129658,0.014975609383176972
3563,Taarak Returns,"The entire colony is surprised to see Taarak return for the Ganpati celebrations. Meanwhile, Sodhi, Popatlal and Hathi want to know Bhide's questions in advance.",20 mins,2022-09-14,0.0,0.0,,Sony SAB,,1617431.0,20413.0,1549.0,20.0,0,161,25,3,6.1923076923076925,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,2022.0,9.0,14.0,2.0,3.0,0,15,0,0,0,0.0,0,0.012620623309047924,0.0009576909570232319,0.013578314266071154
3564,Rangarang Karyakram Ka Excitement,The entire colony prepares for the Rangarang Karyakram. Will everything go smooth during the function?,20 mins,2022-09-15,0.0,0.0,,Sony SAB,,4053296.0,44380.0,1092.0,20.0,0,102,15,3,6.375,0,0,0,0,0,0,1,1,0,0.0,0,0,0.0,2022.0,9.0,15.0,3.0,3.0,0,15,0,0,0,0.0,102,0.010949111303711522,0.00026941030968122986,0.011218521613392752
3565,Rangarang Karyakram Ke Special Guest,Gokuldham residents begin the Rangarang Karyakram and invite a special guest to host the entire program. Who will the special guest be?,21 mins,2022-09-16,0.0,0.0,Gokuldham Society,Sony SAB,,1389178.0,18832.0,558.0,21.0,0,135,22,3,5.869565217391305,0,0,0,1,0,0,1,1,0,0.0,0,0,0.0,2022.0,9.0,16.0,4.0,3.0,0,15,0,0,0,0.0,135,0.013556208379193755,0.00040167609789667135,0.013957884477090425
